日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
廣告,契約 _醫務核保人員,遠雄人壽保險事業股份有限公司(總公司),台北市信義區松高路1號28樓,待遇面議,1.新契約醫務件審核及覆核作業2.核保問題諮詢及溝通處理,台北市信義區,5年以上,大學,員工730人,6psoi,www.104.com.tw/job/6psoi?jobsource=hotjob_chr
廣告,2020數位理專培育計劃,永豐金證券股份有限公司,台北市中正區全台分公司,"30,000",1.應屆畢業生或畢業二年內新人，不限科系，對證券業有興趣者，全台不限區域皆可應徵2.熟悉最新科技趨勢及運用現況，對數位平台經營、社群經營需有基本概念3.透過數位平台經營或網路社群經營開發客群、服務數位引流或合作平台客戶，以提供理財諮詢服務、提供理財產品，滿足客戶財務規劃需求4.配合公司政策，推廣財富管理相關金融商品.工作地點：台北市、新竹市、台中市、台南市、高雄市，綜合個人志願與公司需求分派,台北市中正區,經歷不拘,大學,員工2100人,6xsoy,www.104.com.tw/job/6xsoy?jobsource=hotjob_chr
廣告,無經驗優先面談有經驗優先錄取_內勤電話行銷專員(江子翠站或台北車站旁),元大人壽保險股份有限公司(總公司),台北市中正區,"25,600",1. 獎金好－每月底薪，另加多種獎金，年薪百萬不是夢!2. 續佣讚－提供續期佣金，每年加薪靠自己!3. 名單優－不需依賴人脈，公司提供優質名單！4. 休閒棒－國外旅遊競賽，實現環遊世界夢想!. 休假多－適用勞基法！6. 福利好－享團保(依法投保勞健保)，眷屬優惠團保、三節獎金！7. 訓練強－電銷商品顧問幫您養成專業銷售技能，讓您快速進件！8. 產品佳－強力部隊研發設計符合市場競爭力之特定保險商品！9. 環境優－獨立辦公空間，不必在外跑客戶，打造輕鬆愉快的工作環境！10.專業精－專業輔導新人訓練，讓您快速進入電銷領域！  ,台北市中正區,經歷不拘,高中,,3h7wq,www.104.com.tw/job/3h7wq?jobsource=hotjob_chr
廣告,一般櫃檯暨儲備幹部人員,有限責任彰化第六信用合作社,彰化縣彰化市彰美路一段186號(依公司任用分派各分社營業處)),"26,000","1.工作待遇：試用期三個月月薪 26,000元 +午餐費2400元2.考核通過後 月薪 30,032元 +午餐費2400元3.經辦金融相關業務4.錄取後考取證照.需備有機車駕照",彰化縣彰化市,經歷不拘,專科,員工170人,6xw8s,www.104.com.tw/job/6xw8s?jobsource=hotjob_chr
廣告,會計,臺灣金隆科技股份有限公司,桃園市桃園區中正路1086號16樓,"28,000",1、銀行存款、提款、匯款..相關事宜，網銀交易例行帳務處理。 2、一般現金收付作業，主管交辦行政庶務處理。 3、傳票、零用金、日報表、現金預估表。4、應付帳款、到期票據提醒作業。,桃園市桃園區,2年以上,專科,,65q4x,www.104.com.tw/job/65q4x?jobsource=hotjob_chr
廣告,風險控制管理師 Risk Management,智鈦星平台服務有限公司,台北市信義區市民大道六段288號8樓之8,"32,000",工作內容：1. 數據監控、分析，並以數據資料產出相關報告管控風險。2. 辨視異常狀況及高風險使用者，即時控管並回報事件。3. 產品相關數據計算及調整。4. 軟體更新與升級測試。. 統計分析過往事件、數據，修正並改善風險防範架構。6. 依據相關資料，統計整理日常報表及建議。7. 主管交辦事項,台北市信義區,1年以上,專科,員工70人,6wyuy,www.104.com.tw/job/6wyuy?jobsource=hotjob_chr
廣告,建築設計師1名(新北市永和),喻台生建築師事務所,新北市永和區中和路345號13樓(234),待遇面議,"1.熟AUTO CAD及revit(有設計經驗)2.可自行繪製全套建築執照圖及施工圖3.熟法規,智慧綠建築4.具公有建築設計經驗者.具有能力負責專案推動6.建築系畢7.上班地點新北市永和區(喻台生建築師事務所)8.交通：坐捷運至捷運永安站再走至金融天下大樓或坐公車至雙和里站:57、311(含區間車)、214(含直達車)、950、202、796、793、241",新北市永和區,5年以上,大學,員工160人,6os4t,www.104.com.tw/job/6os4t?jobsource=hotjob_chr
廣告,會計人員,上海商業儲蓄銀行股份有限公司,台北市中山區,"36,300","＊學士：每月薪資(含膳費)NT$36,300",台北市中山區,經歷不拘,大學,員工2300人,5pbpp,www.104.com.tw/job/5pbpp?jobsource=hotjob_chr
廣告,【轉職培訓專案】客戶關懷暨推廣專員(無經驗可/無需加班),盈德網絡服務有限公司,台北市松山區八德路四段760號9樓之1(新亞松山大樓),"32,000","工作說明：1. 電話聯繫金融商品交易平台上之客戶，並回應諮詢問題，進而發展潛在客戶2. 提供推廣/優惠訊息給客戶，以增加客戶的平台使用意向及頻率3. 新進人員皆會接受完整的培訓，通過訓練後享有完善的獎金制度《完整培訓期》為期約3個月-國際金融專業、口條及推廣技巧、平台系統模擬操作本薪+新人獎勵金5,000(出勤正常+評測合格)，期間上班時間固定為09:00-18:00。《上線專業服務》正式上線後(需通過專業測定)，月平均薪資可達38,000~100,000，配合公司業務輪值早、晚班(提供全勤獎勵)。※完整的專業國際金融相關訓練、透明的考核升遷制度。※提供優於業界的服務考核獎金及績效獎金，無需加班或主動銷售。※休假彈性(每月約8-10天)，視當月國定假日天數而定。",台北市松山區,經歷不拘,專科,員工340人,5qs5r,www.104.com.tw/job/5qs5r?jobsource=hotjob_chr
廣告,個金_理財專員FA(全省),中國信託商業銀行股份有限公司,台北市南港區/全省各分行(依公司指派),"34,000",1.提供客戶全方位理財建議與規劃。2.金融商品銷售與諮詢等多樣化金融服務。,台北市南港區,1年以上,專科,員工25000人,2utgw,www.104.com.tw/job/2utgw?jobsource=hotjob_chr
6/02,金融研究分析師,眾匯資訊服務有限公司,台北市信義區基隆路一段,待遇面議,1.市場產業研究及市調分析2.金融市場分析與資料蒐集彙整3.分析客戶金融數據撰寫報告4.行情分析直播.市場分析報告撰寫6.負責完成主管安排的其它任務,台北市信義區,2年以上,大學,員工45人,6pm9y,www.104.com.tw/job/6pm9y?jobsource=2018indexpoc
6/05,市場風險管理人員(風險管理處),日盛金融控股股份有限公司,台北市中山區南京東路二段85號10樓,"35,000",1.孰悉各項衍生性商品架構與運作。2.金融商品相關業務規範之審視與修/制定。3.定期或不定期市場風險風險分析報告之製作、監控與分析。,台北市中山區,經歷不拘,碩士,上市上櫃,4mzar,www.104.com.tw/job/4mzar?jobsource=2018indexpoc
5/28,元大證券-國際金融業務部-私人理財顧問(業務職),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台中市西區台灣大道二段489號10樓之2,待遇面議,提供客戶財富管理服務與客製化專業金融商品諮詢，致力於協助客戶達到理想的財務規劃。有客戶基礎者優先錄取。,台中市西區,5年以上,大學,上市上櫃,4gat9,www.104.com.tw/job/4gat9?jobsource=2018indexpoc
6/04,初級金融風險分析師Junior Risk  Analysis,香港商烽泰科技有限公司,台北市松山區南京東路五段,"35,000",1. 日常交易工作和市場風險處理。2. 監控報價管道和銀行報價。3. 有效辨別並管理違規客戶的交易行為。4.分析各類交易策略及行為。. 調查並解決訂單執行的各類問題。6. 對各類金融衍生品等公司風險進行監控和有效的管理。,台北市松山區,經歷不拘,大學,員工82人,6gbtc,www.104.com.tw/job/6gbtc?jobsource=2018indexpoc
5/28,金融市場事業處-國際金融交易人才/金融商品/金融交易人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市松山區敦化南路一段66號,"28,000",1.債券、股權、外匯之金融交易員。2.債券、外匯之金融銷售人員。3.金融商品企劃與設計之產品人員。4.支援前述業務之經營分析及管理工作之人員。,台北市松山區,經歷不拘,大學,上市上櫃,60au9,www.104.com.tw/job/60au9?jobsource=2018indexpoc
5/28,金融市場事業處-金融商品/金融交易資深人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市松山區敦化南路一段66號,待遇面議,1.債券、股權、外匯之金融交易員。2.債券、外匯之金融銷售人員。3.金融商品企劃與設計之產品人員。4.支援前述業務之經營分析及管理工作之人員。,台北市松山區,5年以上,大學,上市上櫃,6ixmm,www.104.com.tw/job/6ixmm?jobsource=2018indexpoc
6/05,金融法人業務副理/經理(派駐香港),日盛金融控股股份有限公司,香港特別行政區(大部分時間在台灣),待遇面議,1.派駐亞洲國際金融中心香港，需出差(台灣、中國)2.海外金融市場研究，提供專業的投資建議3.開發中、港、台法人(金融法人為主)通路4.維繫通路關係.提供法人通路教育訓練以及相關問題之解決6.服務商品債券為主，港股/美股/基,香港特別行政區,2年以上,大學,上市上櫃,5vzj1,www.104.com.tw/job/5vzj1?jobsource=2018indexpoc
6/05,金融研究分析師(越語),眾匯資訊服務有限公司,台北市信義區基隆路一段,待遇面議,1.市場產業研究及市調分析2.金融市場分析與資料蒐集彙整3.分析客戶金融數據撰寫報告4.行情分析直播.市場分析報告撰寫6.負責完成主管安排的其它任務**此職務需有流利越語能力**,台北市信義區,經歷不拘,大學,員工45人,6yexu,www.104.com.tw/job/6yexu?jobsource=2018indexpoc
6/03,金融投資專員,何世投資股份有限公司,台北市中正區,"30,000",1.金融市場資訊蒐集與分析2.金融投資操作與執行3.資金調度與管理4.投資標的之評估管理.財務部相關事宜之協助6.其他主管交辦事項,台北市中正區,經歷不拘,大學,員工30人,37h6p,www.104.com.tw/job/37h6p?jobsource=2018indexpoc
6/05,金融研究分析師(泰文),眾匯資訊服務有限公司,台北市信義區基隆路一段,待遇面議,1.市場產業研究及市調分析2.金融市場分析與資料蒐集彙整3.分析客戶金融數據撰寫報告4.行情分析直播.市場分析報告撰寫6.負責完成主管安排的其它任務**此職務需有流利泰文能力**,台北市信義區,經歷不拘,大學,員工45人,6yexs,www.104.com.tw/job/6yexs?jobsource=2018indexpoc
6/03,金融企劃專員/金融企劃副理,台灣資料科學股份有限公司,台北市中山區民權東路2段26號2樓之5,待遇面議,工作內容： 1.蒐集、整理並分析金融市場資料(包含原物料、外匯、股市與債市)，從中尋找交易機會。2. 每日撰寫分析評論、相關社群維繫 3. 依據營運策略，利用各類管道開展新社群 4.有證券相關工作及媒體行銷解盤經驗 ＂者佳＂,台北市中山區,經歷不拘,大學,員工60人,6v2m5,www.104.com.tw/job/6v2m5?jobsource=2018indexpoc
6/01,金融財經編輯(具備金融相關證照佳),盈德網絡服務有限公司,台北市松山區八德路四段760號9樓之1,"30,000",1.熟悉貴金屬、外匯與國際股市分析及研究。 2.對總體經濟及國際發展研究見解具備深入淺出的解說能力。3.投資報告及交易策略撰寫(包含日報、週報、月報、季報或其他) 。4.提供各項投資商品操作建議與實際交易。 .各班別工作任務略有不同，每月均分以下時段輪班：早班08:00-17:00；午班11:00-20:00；晚班14:00-23:00,台北市松山區,經歷不拘,大學,員工340人,6mod5,www.104.com.tw/job/6mod5?jobsource=2018indexpoc
6/05,金融法人交易員,日盛金融控股股份有限公司,台北市中山區南京東路2段111號8樓,待遇面議,1. 執行台股現貨股票交易。2. 執行台股現貨程式交易。3. 製作交易相關報表及帳務處理。4. 處理國內外法人客戶交易相關事務。. 國內外法人客戶交易室關係維護。6. 協助業務開戶，下單以及準備商品資訊，報價及相關行政作業。,台北市中山區,經歷不拘,專科,上市上櫃,6ybl9,www.104.com.tw/job/6ybl9?jobsource=2018indexpoc
3/14,TMU-金融商品交割清算人員,台中商業銀行股份有限公司,台北市大同區重慶北路三段198號,"32,000",1.金融商品交易訂約內容確認、交易確認書寄發及追蹤2.金融商品交易比價交割帳務處理、客戶對帳單寄發通知、保證金追繳通知等作業3.年度預算訂定、獎勵及考核相關辦法訂定、績效報表統計4.主管機關衍生性金融商品相關報表之統計申報、OTC交易,台北市大同區,2年以上,大學,上市上櫃,54bca,www.104.com.tw/job/54bca?jobsource=2018indexpoc
6/01,財富金融處-理財輔導人員-銀行(台北),永豐商業銀行股份有限公司,台北市中山區台北市中山區台北市各地依志願及職缺分派,待遇面議,一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務,台北市中山區,3年以上,大學,,6wmgh,www.104.com.tw/job/6wmgh?jobsource=2018indexpoc
6/01,財富金融處-理財輔導人員-銀行(高雄),永豐商業銀行股份有限公司,高雄市三民區高雄市三民區/高雄地區依公司分派,待遇面議,一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務,高雄市三民區,3年以上,大學,,6wmiq,www.104.com.tw/job/6wmiq?jobsource=2018indexpoc
6/05,金融研究分析師(馬來文),眾匯資訊服務有限公司,台北市信義區基隆路一段,待遇面議,1.市場產業研究及市調分析2.金融市場分析與資料蒐集彙整3.分析客戶金融數據撰寫報告4.行情分析直播.市場分析報告撰寫6.負責完成主管安排的其它任務**此職務需有流利馬來文能力**,台北市信義區,經歷不拘,大學,員工45人,6yexw,www.104.com.tw/job/6yexw?jobsource=2018indexpoc
6/01,投資管理總處-金融交易員A(國外固定收益部),富邦金融控股股份有限公司,台北市松山區敦化南路一段108號4樓,待遇面議,1.公司債與金融債部位管理。2.委外代操帳戶管理。3.投資級公司債與金融債市場資料蒐集與策略分析。4.其他主管交辦事項。,台北市松山區,經歷不拘,碩士,上市上櫃,6uvg2,www.104.com.tw/job/6uvg2?jobsource=2018indexpoc
5/28,元大證券-風險管理部-風險管理人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區南京東路三段225號4樓,待遇面議,一、國外業務風控執行、風險評估、主管機關法定申報作業事宜二、國外子公司市場、信用、流動性、集中度風險等各類風險之預警與陳報三、國外子公司業務風險追蹤與業務策略風險分析四、風險管理系統分析、驗證與維護工作,台北市中山區,經歷不拘,大學,上市上櫃,6vsql,www.104.com.tw/job/6vsql?jobsource=2018indexpoc
5/27,金融訓練發展中心-金融科技企劃,財團法人台灣金融研訓院,台北市中正區羅斯福路三段62號,待遇面議,1. 規劃、辦理金融人員培訓、交流、活動等。2. 規劃、辦理金融科技、數位轉型培訓專案。3. 協助辦理金融科技實驗專案(如數據分析、新科技於金融應用等)。4. 辦理Fintech 發展與交流活動。,台北市中正區,3年以上,大學,員工230人,6wsbp,www.104.com.tw/job/6wsbp?jobsource=2018indexpoc
6/01,投資管理總處-金融研究員(另類暨專案投資部),富邦金融控股股份有限公司,台北市松山區,"30,000",職位目的 : 另類投資研究人員重要職責/工作內容 : 1. 私募基金、對沖基金及基礎建設基金等另類投資業務研究2. 配合主管其他交辦事項,台北市松山區,經歷不拘,大學,上市上櫃,6t3mu,www.104.com.tw/job/6t3mu?jobsource=jolist_c_relevance
5/28,元大金控-元大期貨 金融科技與投資交易顧問人員(顧問事業部),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區台北市南京東路三段225號11樓,"35,000",1. Multichart 程式交易策略開發、開課教學2. Python、R、API 相關專案開發、推廣3. Python 理財機器人開發、維運4. 具創新設計思維、溝通協調. 主管交辦事項,台北市中山區,1年以上,大學,上市上櫃,6q4ne,www.104.com.tw/job/6q4ne?jobsource=jolist_c_relevance
6/01,《海外菁英招募》金融市場交易員,永豐商業銀行股份有限公司,台北市中山區將派赴海外各分支機構 (香港、越南、中國南京、中國上海、中國廣州),待遇面議,海內外債券、外匯等金融商品交易執行,台北市中山區,5年以上,大學,,6wnaz,www.104.com.tw/job/6wnaz?jobsource=jolist_c_relevance
3/14,TMU-金融商品交割清算人員(經驗人員),台中商業銀行股份有限公司,台北市大同區重慶北路三段198號,待遇面議,1.金融商品交易訂約內容確認、交易確認書寄發及追蹤2.金融商品交易比價交割帳務處理、客戶對帳單寄發通知、保證金追繳通知等作業3.年度預算訂定、獎勵及考核相關辦法訂定、績效報表統計4.主管機關衍生性金融商品相關報表之統計申報、OTC交易,台北市大同區,2年以上,大學,上市上櫃,6icwu,www.104.com.tw/job/6icwu?jobsource=jolist_c_relevance
6/01,財富金融處-理財輔導人員-銀行(新竹),永豐商業銀行股份有限公司,新竹市新竹市/新竹縣全區依公司分派,待遇面議,一.依照目標規劃擬定財富產品銷售策略並於營業單位執行二.並依總體經濟分系市場現狀提供產品銷售引導，協助於營業單位推動銀行項各行銷專案，並運用CRM、WM系統分析，篩選客群，整合資源協助營業單位達成目標三.以產品教育訓練提供業務人員產品訊息及銷售技巧四.依據不同客戶屬性提供適當資產配置投資及資產檢視，針對重要客戶提供陪訪服務,新竹市,3年以上,大學,,6wmi8,www.104.com.tw/job/6wmi8?jobsource=jolist_c_relevance
5/21,【金融科法人才培育實習計畫】法律法務實習生,國泰金控_國泰金融控股股份有限公司,台北市大安區仁愛路四段296號16樓,165,【金融科法人才培育實習計畫】隨著金融科技發展，越來越多新型態金融服務能夠提升消費者體驗，而在這條打造創新服務的道路上，法規的配套扮演著舉足輕重的角色：如果你希望成為與眾不同的法律專才如果你對於個人資料保護法、GDPR 以及API (,台北市大安區,經歷不拘,碩士,上市上櫃,6u95e,www.104.com.tw/job/6u95e?jobsource=jolist_c_relevance
5/20,國際金融業務人員,台中商業銀行股份有限公司,台北市中正區,"32,000",1.負責處理國際金融業務徵授信相關工作2.國內外大學(含)以上商學相關科系畢業3.具國際金融業務相關工作經歷尤佳 4.英文聽說讀寫流利者尤佳.具國際聯貸及徵審相關工作經歷為佳6.具金融相關工作經驗者，依薪資證明、相關證照等條,台北市中正區,經歷不拘,大學,上市上櫃,5re98,www.104.com.tw/job/5re98?jobsource=jolist_c_relevance
5/27,金融投資分析師,大友國際光電股份有限公司,桃園市桃園區大仁路50巷51弄19號,"44,000",1.負責各項金融商品的規劃分析與研究（如：國內外保險、債券、股票、衍生性金融商品、另類投資、避險基金）。2.進行產業&海外市場研究。3.撰寫各項研究報告。4.拜訪既有客戶與潛在客戶，以建立關係、增進溝通，以利於資料的蒐集。.提供,桃園市桃園區,經歷不拘,大學,員工100人,6wj4f,www.104.com.tw/job/6wj4f?jobsource=jolist_c_relevance
6/02,暑期實習生 (金融解決方案事業群),NEC_台灣恩益禧股份有限公司,台北市中山區南京東路二段167號7樓,"24,000",)1. 金融產業分析、金融機關IT 投資分析、財務統計2. 資訊產品整合、專案測試、專案跟催等(工作期間)2個月,台北市中山區,經歷不拘,大學,外商公司,6xe9z,www.104.com.tw/job/6xe9z?jobsource=jolist_c_relevance
6/04,金融理財顧問Financial Advisor(台南分公司),永豐金證券股份有限公司,台南市南區西門路一段655號4樓,待遇面議,1.理財規劃及資產配置2.股票、債券、基金和保險等全方位財富管理，以滿足客戶理財需求。,台南市南區,經歷不拘,專科,員工2100人,6wpmr,www.104.com.tw/job/6wpmr?jobsource=jolist_c_relevance
5/29,交易員(新金融商品部),康和綜合證券股份有限公司,台北市信義區基隆路一段176號11樓,待遇面議,1.衍生性金融商品交易與風險管理、交易平台維護、盤後帳務工作。2.主動積極、細心負責、有工作熱忱與團隊工作精神。3.交易策略研究及開發。,台北市信義區,經歷不拘,碩士,上市上櫃,5cxgc,www.104.com.tw/job/5cxgc?jobsource=jolist_c_relevance
5/20,新光銀行-消費金融業務主管(中區分行),新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),台中市西屯區西屯路三段159-75號,待遇面議,，即時採取必要的預警行動，以避免不良債權發生.落實轄下人員績效管理及培育，以提昇團隊績效管理6.須具備內控金融證照,台中市西屯區,5年以上,大學,上市上櫃,65wxn,www.104.com.tw/job/65wxn?jobsource=jolist_c_relevance
6/04,金融研究員,名江先進工業股份有限公司,台中市西區台灣大道二段2號5樓-3,待遇面議,1.證券研究分析（產業分析）。2.衍生性金融商品研究。3.協助資料收集和資料分析。4.編輯、撰寫計畫報告書。.財務報表分析。6.撰寫研究計劃書。7.執行研究計畫（如：資料收集、資料分析）。,台中市西區,6年以上,大學,員工5人,6ykb5,www.104.com.tw/job/6ykb5?jobsource=jolist_c_relevance
6/01,Reserve cadres金融科技儲備幹部,普匯金融科技股份有限公司,台北市中山區松江路111號11樓之2,"30,000",具金融相關工作三年以上經驗，對金融科技有興趣者1.協助產品規劃2.管理專案開發時程3.專案合作洽接4.撰寫專案文件與資料分析.其他主管交辦,台北市中山區,3年以上,大學,員工20人,6svps,www.104.com.tw/job/6svps?jobsource=jolist_c_relevance
5/28,元大證券-《研發替代役》金融科技研發人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區南京東路3段225號8樓,"35,000", ,台北市中山區,經歷不拘,碩士,上市上櫃,5u9qy,www.104.com.tw/job/5u9qy?jobsource=jolist_c_relevance
6/04,金融理財專員(彰化分公司),永豐金證券股份有限公司,彰化縣彰化市民族路532號6樓,"26,000","1. 負責證券、期貨、選擇權之開發。2. 協銷各項金融商品（如：基金、保險及結構型商品）。3. 協助客戶進行投資理財規劃。4. 提供投資理財商品的諮詢服務。. 負責法人及VIP客戶的綜合資產管理。(本薪26-35K,另依業績",彰化縣彰化市,經歷不拘,大學,員工2100人,6wpkl,www.104.com.tw/job/6wpkl?jobsource=jolist_c_relevance
5/28,元大銀行-法人金融業務人員RM(全台各分行),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市松山區全台各分行,待遇面議,1.負責法人金融業務拓展行銷及客戶維護2.洽談及受理授信案件之申請、擬具授信條件及授信案件撰寫、貸後管理3.其他法金業務相關交辦事項,台北市松山區,3年以上,大學,上市上櫃,411hc,www.104.com.tw/job/411hc?jobsource=jolist_c_relevance
5/26,財務工程研究員(金融創新部),寶碩財務科技股份有限公司,台北市內湖區新湖二路329號5樓,"40,000",【寶碩財務科技－金融創新部簡介】2015年世界經濟論壇(WEF)針對未來的金融服務發展提供了一份長達178頁的詳盡報告，報告重點針對投資管理、支付、保險、存貸、籌資、市場資訊供給等六大功能與十一組創新模式。金融機構專注於金融核心領域，隨著,台北市內湖區,經歷不拘,碩士,上市上櫃,3upf3,www.104.com.tw/job/3upf3?jobsource=jolist_c_relevance
5/27,金融資料分析師(Financial Data Analyst),進遠有限公司,台北市信義區松仁路,待遇面議,工作內容：1.蒐集、整理並分析金融市場資料(包含原物料、外匯、股市與債市)，從中尋找交易機會。2.從網頁自動抓取相關資料(爬蟲)，儲存於資料庫，並建立分析工具提供交易員與研究員使用。3.運用數據分析與AI技術建立交易模型並進行回測，作,台北市信義區,2年以上,碩士,,6nqi9,www.104.com.tw/job/6nqi9?jobsource=jolist_c_relevance
6/04,金融科技/財經專案執行(Account Executive),精英公關集團_精英公共關係顧問股份有限公司,台北市信義區東興路57號7樓,"35,000",【職務說明】	●每日工作 1. 監看國內金融與產業媒體，每日分析企業與競者重要動態 2. 市場熱門議題、題材分析，協助製作企業簡報 3. 了解客戶需求並協調媒體、其利益關係人及活動需求，並能與主管溝通，且發展初步解決方案 ●專,台北市信義區,經歷不拘,大學,員工200人,3w7bo,www.104.com.tw/job/3w7bo?jobsource=jolist_c_relevance
6/05,數位金融工程師(資訊處),日盛金融控股股份有限公司,台北市中山區,待遇面議,工作項目：1. 開發新版網路銀行系統2. 維護數位金融帳戶系統3. 參與數金產品專案建置應徵條件：1. 熟稔 C#、ASP.NET MVC、jQuery，及MS SQL2. 對程式具熱誠不怕踩坑，邏輯思維能力優，能獨立思考解決問題,台北市中山區,2年以上,大學,上市上櫃,6unsd,www.104.com.tw/job/6unsd?jobsource=jolist_c_relevance
6/04,金融理財顧問-Financial Advisor(敦南分公司),永豐金證券股份有限公司,台北市大安區安和路二段187號B1,待遇面議,1. 負責證券、期貨、選擇權之開發及接單。2. 開發財富管理客戶.協銷各項金融商品（如：基金、保險及衍生性金融商品）。3. 協助客戶進行投資理財規劃.並追求資產規模穩定成長。4. 提供投資理財商品的諮詢服務。. 遵循組織的業務擴,台北市大安區,經歷不拘,專科,員工2100人,6wl52,www.104.com.tw/job/6wl52?jobsource=jolist_c_relevance
6/01,投資管理總處-金融交易員B(國外固定收益部),富邦金融控股股份有限公司,台北市松山區敦化南路一段108號4樓,待遇面議,1.基金部位管理。2.評估總體經濟狀況。3.研究高收益產業/公司事件發展。4.其他主管交辦事項。,台北市松山區,經歷不拘,碩士,上市上櫃,6uvgc,www.104.com.tw/job/6uvgc?jobsource=jolist_c_relevance
5/28,元大金控-元大期貨 數位金融資深企劃人員(綜合企劃部),元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市中山區臺北市中山區南京東路三段225號12樓,待遇面議,1. 公司數位內容及交易平台生態圈2. 發展訂閱經濟專案3. 社群行銷專案執行4. 此為管理職,台北市中山區,3年以上,大學,上市上櫃,6y4ql,www.104.com.tw/job/6y4ql?jobsource=jolist_c_relevance
6/01,數位金融法務暨法遵人員,好好投資科技股份有限公司,台北市中正區南海路1號13樓(金融科技創新園區),待遇面議,【本職務必備「實務經驗」，若無請勿擾】✽ 具銀行、證券金融機構，一年以上法務經驗。✽ 會計、法律事務所、科技公司等非金融業之專職金融科技稽核、法遵、洗錢防制部門合計一年以上經驗。【工作內容】1.配合相關法令，制定法遵方案、流程,台北市中正區,1年以上,大學,,6pinb,www.104.com.tw/job/6pinb?jobsource=jolist_c_relevance
6/01,投資管理總處-總經策略研究人員(國外固定收益部),富邦金融控股股份有限公司,台北市松山區,待遇面議,1.總體經濟分析及主權債信研究。2.國際金融市場分析。3.經濟數據資料庫維護，處理行政事項。4.其他主管交辦事項。,台北市松山區,2年以上,碩士,上市上櫃,61865,www.104.com.tw/job/61865?jobsource=jolist_c_relevance
6/04,金融理財專員,某商業銀行,台北市萬華區西園路,"40,000",協助客戶管理財富，開發本行潛在客戶，了解客戶理財目標，提出專業評估風險或投資建議。※需有金融相關經驗及證照(保險經驗也可),台北市萬華區,1年以上,專科,,34co5,www.104.com.tw/job/34co5?jobsource=jolist_c_relevance
6/04,金融理財專員(北高雄分公司),永豐金證券股份有限公司,高雄市鼓山區龍德路473號3樓(近農16),"26,000",1.從財務規劃專業角度，檢視客戶現況並確認其中、長期的財務需求，並以       股票、債券、基金和保險等全方位財富管理服務平台，提供客戶最適切的   理財服務及金融產品以滿足客戶需求，達成其理財目標。2.開發財富管理客戶，達成開戶目,高雄市鼓山區,1年以上,高中,員工2100人,6wps3,www.104.com.tw/job/6wps3?jobsource=jolist_c_relevance
6/01,投資管理總處-國內固定收益投資人員,富邦金融控股股份有限公司,台北市松山區,"30,000",1.	台幣債券ETF之商品研究、投資交易及部位管理2.	總體經濟研究分析及金融市場觀察3.	投資相關業務及跨部門溝通事宜4.	專案支援及處理主管交辦事項,台北市松山區,經歷不拘,大學,上市上櫃,5adg0,www.104.com.tw/job/5adg0?jobsource=jolist_c_relevance
6/01,投資管理總處-國內固定收益投資人員B,富邦金融控股股份有限公司,台北市松山區,"30,000",1.台幣固定收益商品投資與資金調度。2.市場觀察、投資分析、交易策略執行並撰寫總體經濟及金融市場研究報告。3.內部控制、法令檢視及交易與投資部位管理。4.投資相關業務及跨部門溝通事宜。.專案支援及處理主管交辦事項。,台北市松山區,經歷不拘,大學,上市上櫃,6vpkb,www.104.com.tw/job/6vpkb?jobsource=jolist_c_relevance
6/01,金融交易員,富邦證券投資信託股份有限公司,台北市松山區敦化南路一段108號8樓,待遇面議,國內外股票/期貨商品交易,台北市松山區,3年以上,專科,員工180人,6xk9n,www.104.com.tw/job/6xk9n?jobsource=jolist_c_relevance
6/05,金融電子商務工程師(資訊處),日盛金融控股股份有限公司,台北市中山區,待遇面議,金融電子商務開發具以下任一技術: C#、Objective-c、Google Java、MVC、MS SQL及金融IT相關知識,台北市中山區,2年以上,大學,上市上櫃,2rqb0,www.104.com.tw/job/2rqb0?jobsource=jolist_c_relevance
